accountingYearMonthNumber|symbolCode|issueName|issuerServicesGroupExchangeCode|marketClassCode|currentShortPositionQuantity|previousShortPositionQuantity|stockSplitFlag|averageDailyVolumeQuantity|daysToCoverQuantity|revisionFlag|changePercent|changePreviousNumber|settlementDate
20211215|A|Agilent Technologies Inc.|A|NYSE|4032168|4359098||1592677|2.53||-7.50|-326930|2021-12-15
20211215|AA|Alcoa Corporation|A|NYSE|11109105|9726838||7995399|1.39||14.21|1382267|2021-12-15
20211215|AAA|AAF First Priority CLO Bond ET|E|ARCA|20521|6198||16183|1.27||231.09|14323|2021-12-15
20211215|AAALF|Aareal Bank AG AKT|S|OTC|1002535|1007163||0|999.99||-0.46|-4628|2021-12-15
20211215|AAAU|Goldman Sachs Physical Gold ET|E|ARCA|107122|44373||171248|1.00||141.41|62749|2021-12-15
20211215|AABB|Asia Broadband Inc Common Stoc|S|OTC|67336|1931417||74423223|1.00||-96.51|-1864081|2021-12-15
20211215|AAC|Ares Acquisition Corporation|A|NYSE|98932|70489||337077|1.00||40.35|28443|2021-12-15
20211215|AACAF|AAC Technologies Holdings Inc|S|OTC|1748249|1540064||682|999.99||13.52|208185|2021-12-15
20211215|AACAY|AAC Technologies Holdings Inc|S|OTC|18130|75||301116|1.00||24073.33|18055|2021-12-15
20211215|AACG|ATA Creativity Global American|R|NNM|29737|23083||37151|1.00||28.83|6654|2021-12-15
20211215|AACI|Armada Acquisition Corp. I Com|R|NNM|1381|29||26024|1.00||4662.07|1352|2021-12-15
20211215|AACIU|Armada Acquisition Corp. I Uni|R|NNM|1279|2144||543|2.36||-40.35|-865|2021-12-15
20211215|AACIW|Armada Acquisition Corp. I War|R|NNM|143|144||12440|1.00||-0.69|-1|2021-12-15
20211215|AACU|Ares Acquisition Corporation U|A|NYSE|200|200||17035|1.00||0.00|0|2021-12-15
20211215|AACWS|Ares Acquisition Corporation R|A|NYSE|12550|20340||51984|1.00||-38.30|-7790|2021-12-15
20211215|AADI|Aadi Bioscience, Inc. Common S|R|SC|235694|165148||156647|1.50||42.72|70546|2021-12-15
20211215|AADR|AdvisorShares Dorsey Wright AD|R|NNM|224|103||3603|1.00||117.48|121|2021-12-15
20211215|AAGFF|Aftermath Silver Ltd Ordinary|S|OTC|41140|44779||351126|1.00||-8.13|-3639|2021-12-15
20211215|AAGH|America Great Health Common St|S|OTC|12113|95||146958|1.00||12650.53|12018|2021-12-15
20211215|AAGIY|AIA Group, Ltd. Sponsored Amer|S|OTC|72691|433686||868290|1.00||-83.24|-360995|2021-12-15
20211215|AAHIF|Asahi Co Ltd Osaka Ordinary Sh|S|OTC|900|2400||0|999.99||-62.50|-1500|2021-12-15
20211215|AAIC|Arlington Asset Investment Cor|A|NYSE|248229|234952||157111|1.58||5.65|13277|2021-12-15
20211215|AAICPRB|Arlington Asset Investment Cor|A|NYSE|1526|287||1264|1.21||431.71|1239|2021-12-15
20211215|AAIGF|AIA Group, Ltd. Ordinary Share|S|OTC|1428369|1213090||283635|5.04||17.75|215279|2021-12-15
